Line,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7
"For mounted like a Queene, twould doe me good To wash my Coach-nailes in my fathers blood.",physical_activities,politics,feelings,cleaning,movement,familial,anatomy
A Kings encrease growes by a Kings decay.,politics,incarceration,architecture,consumption,,,
"Those Giants that wagde war against the Gods, For which ore-whelmed Mountaines hurld by Ioue, To scatter them, and giue timelesse Graues, Was not more cruell then this butcherie.",myth,violence,religion,nature,time,death,character_traits__nature
did not this shee parracide add to her fathers wounds:,women,violence,incarceration,familial,injuries,,
"Did not this Monster, this infernate hagge, ",deformities__disabilities,religion,mystical,,,,
"The affrighted Sunne, at this abhorred obiect [corpse], Put on a maske of blood, and yet she blusht not,",emotions,nature,death,theatre,anatomy,facial_expressions,
[Ioue] winke at parracides?,religion,concealment,violence,,,,
"with that hand [Jove's] That flings the trisalitie thunder,",anatomy,religion,weapons__armor,nature,,,
[Jove] let the pride Of these our Irreligious monarkisers Be crown'd in blood:,religion,character_traits__nature,politics,anatomy,,,
hee hath wit enough to keepe his head on his shoulders.,mental_faculty__state__entities,preservation,anatomy,,,,
fooles and Mad-men are no rubes in the way of Vsurpers:,mental_faculty__state__entities,hindrance,spatial,politics,,,
"the firmament can brook but one Sunne, and for my part I must not shine: ",nature,suffering,quantities,theatre,light,,
"I had rather liue an obscure black, then appeare a faire white to be shot at, ",life,social_relations,ethnicity__nationality,appearance,hunting__fishing,colors,
"had Servius [former king] been a shrub, the winde had not shooke him, ",politics,nature,violence,,,,
"is troubled with the common disease of all new married men, hee's sick of the wife, ",suffering,medicine,matrimony,men,,,
"The time I hope for, cannot be conscribde, Within so short a limit,",time,emotions,military,size,spatial,,
"Rome and I Are not so happy, ",politics,emotions,,,,,
Heauen spares his rod so long?,religion,privation,violence,time,,,
"the fruite of pride is yet but greene, Not mellow, though it grows apace, it comes not To his ful height: ",architecture,character_traits__nature,colors,speed,spatial,,
Pride when thy fruite is ripe must rot and fall.,character_traits__nature,architecture,consumption,destruction,,,
"His soaring high make vs to flag our winges, And fly close by the earth, ",physical_activities,spatial,consumption,animals,nature,,
"his golden feathers, Are of such Vastnes that they spread like sailes, And so become vs that we haue not ayre, ",economics,animals,spatial,nautical,etiquette,nature,
"[the air] to raise our plumes, to taste the pleasures of our owne Elements.",nature,physical_activities,animals,food,feelings,character_traits__nature,
"We are one harte, our thoughts & our desires are sutable.",quantities,anatomy,mental_faculty__state__entities,emotions,etiquette,,
"Since he was King he beares him like a God,",politics,etiquette,religion,,,,
"His wife like Pallas or the wife of Joue, Will not be parlied without sacrifice, And homage sole due to the deities.",matrimony,religion,language,devotion,,,
"to heare our tongus so much, ",sensations,anatomy,,,,,
"in affaires domesticke we are but shouts, And fellowes of no partes, viols vnstrung, Our notes too harsh to strike in princes eares,",politics,sounds,social_relations,theatre,music,anatomy,
"home breedes safety, ",domestic,reproduction,danger__safety,,,,
"Dangers begot in Court,",danger__safety,reproduction,politics,,,,
VVhere industrie is scornd lets welcome sloth.,labor,derision__offense___contempt,greetings,character_traits__nature,,,
How does he taste these times?,food,time,,,,,
"He has vsurpt a stranger garbe of humour, ",politics,social_relations,clothes,mental_faculty__state__entities,,,
"can his eies forbeare, In this strange state to shed a passionate teare,",anatomy,suffering,mental_faculty__state__entities,emotions,,,
"Nay can his thought shape ought but melancholy To see these dangerous passages of state,",mental_faculty__state__entities,transformation,emotions,sensations,danger__safety,spatial,politics
"giuen vp the Court And weand himselfe from the kings consistory In which his sweet harmonious tongue grew harsh, [] now hee's all musicall.",privation,politics,food,music,sounds,anatomy,
"And whilest the king his wilfull edicts makes, In which nones tongue is powerfull saue the kings, Hee's in a corner, relishing strange aires.",politics,judiciary,anatomy,spatial,food,mental_faculty__state__entities,nature
"he's fro? a toward hopefull gentleman Transeshapt to a meere balleter,",emotions,social_status,transformation,art,,,
"His faire words so bewitch my delight, That I dote on his sight.",language,mystical,feelings,mental_faculty__state__entities,appearance,,
"new desires embraceing,",emotions,affection,,,,,
"Tune out his age in songs and Cansonets, ",music,lifes_cycle,art,,,,
Whose voyce should thunder conusell in the eares Of Tarquin [king],sounds,nature,assistance,anatomy,politics,,
"What that proud woman Tullia [queen] is, twill put thee Quite out of tune.",character_traits__nature,politics,music,,,,
"It [love] is the fountaine and the well, Where pleasure and repentance dwell,",emotions,nature,sexuality,feelings,accommodation,,
"It [love] is perhaps the sansing bell, That rings all in to heauen or hell:",emotions,music,religion,,,,
[love] A thing that creepes and cannot goe [leave]:,emotions,movement,privation,,,,
"[love] A prise that passeth to and fro,",emotions,games__sports,movement,spatial,,,
"thy passionate eyes lament with mine,",emotions,anatomy,,,,,
"Lament the Roman land,",emotions,politics,geography,,,,
"This musick mads me,",music,mental_faculty__state__entities,,,,,
To heare him sing drawes riuers from his eyes.,sensations,music,labor,nature,anatomy,,
"That we may tast of louers blisse,",food,emotions,religion,,,,
"Ile laugh at time, till it will change our Fate.",derision__offense___contempt,time,transformation,mystical,,,
"Thy heart mournes in thee, though thy visage smile,",anatomy,emotions,appearance,facial_expressions,,,
"humors Are but put on for safety, and to arme them Against the pride of Tarquin",mental_faculty__state__entities,clothes,danger__safety,weapons__armor,character_traits__nature,politics,
"this [danger] makes me lose my houres At home with Lucrece [wife], ",danger__safety,privation,time,domestic,matrimony,,
"Fortune I embrace thee, ",mystical,affection,,,,,
"what is MALT, M much, A ale, L little, T thrift, ",food,language,quantities,economics,,,
"with celestiall fire Shot from thy [god's] beames, crowne our desire,",religion,fire,movement,light,politics,emotions,
Our hearts with inflammations burne,anatomy,medicine,fire,,,,
Ennobled brest To thy safe guiding?,character_traits__nature,anatomy,danger__safety,education,,,
"Is it with heauens applause decreed, VVhen Tarquins [king] soule from earth is freed",religion,recognition,judiciary,politics,nature,social_relations,
Oracle hast thou lost thy tongue?,religion,privation,anatomy,,,,
"by the heauens doome, Phoebus thy thoughts no longer smother.",religion,destruction,mental_faculty__state__entities,violence,,,
Mother earth to thee an humble kisse,familial,nature,character_traits__nature,affection,,,
"The bloud of the slaughtred sacrifice made this flore as slippry as the place where Tarquin [king] treades, ",anatomy,violence,religion,architecture,danger__safety,politics,movement
tis [the flore] glassy and as smoth as yce:,architecture,materials,cleaning,nature,,,
they [oracles] speake still in cloudes,religion,language,nature,,,,
"If a kisse will make me a king, Tullia [mother], I will spring to thee [mother], though through the bloud of Sextus [brother].",affection,transformation,politics,familial,movement,spatial,anatomy
I shall shine as bright in Rome as Apollo himselfe in his temple at Delphos.,light,politics,religion,architecture,,,
"Now Phoebus let thy sweet tun'd organs sound, VVhose spherelike musicke must direct our feet Vpon the marble pauement",religion,music,astrology,education,anatomy,materials,urban
your eares Be deafe vnto our counsels.,anatomy,deformities__disabilities,assistance,,,,
"thou [wife] art our Oracle,",matrimony,religion,,,,,
"weele teach to feare,",education,emotions,,,,,
"[the] rich our pray,",economics,hunting__fishing,,,,,
Kings are as Gods,politics,religion,,,,,
"Kings that are proud, yet would secure their owne, By loue abroad, shall purchase feare at home.",politics,character_traits__nature,danger__safety,emotions,geography,economics,domestic
"how dare treason looke Vs in the face, hauing issue?",resistance,politics,sensations,anatomy,familial,,
barren princes Breed danger,reproduction,politics,danger__safety,,,,
their [princes] clame dies with them,politics,death,,,,,
"But when in topping, on three Tarquins [princes] more, Like Hydraes heads grow to reuenge his [father's] death, ",politics,quantities,myth,anatomy,violence,familial,death
It [having heirs] terrifies blacke treason.,familial,emotions,colors,politics,,,
Being eldest in my birth i'le not be yongest In zeale to Tullia [mother].,familial,reproduction,lifes_cycle,devotion,,,
"thinke this kisse to be a crowne, thus wold we tug fort.",affection,politics,violence,,,,
"they tug for shadowes,",violence,darkness,,,,,
"Through armed gates, and thousand swords il'e breake To shew my duty,",weapons__armor,architecture,quantities,violence,devotion,,
let my valour speake.,character_traits__nature,language,,,,,
Curb in the proud boyes fury,equestrian,character_traits__nature,lifes_cycle,emotions,,,
how great's my heart!,character_traits__nature,anatomy,,,,,
hate borne from loue.,emotions,reproduction,,,,,
weare the sacred tincture of his bloud Vpon the seruile shoe,clothes,religion,colors,anatomy,social_relations,,
lest with our surpast eies of wrath & fury We looke into the humour;,anatomy,emotions,sensations,joviality,,,
Euen in thy last reproofe of our proceedings Thou hadst pronounc't thy death.,language,politics,death,,,,
"let Tullia [queen] either get closer eares, ",politics,spatial,anatomy,,,,
or get for Brutus [messanger] a stricter tongue.,social_status,anatomy,,,,,
"Had I as many soules as drops of bloud In this brancht vaines,",quantities,religion,anatomy,,,,
"as many liues as starres Stucke in yond azare roofe, ",quantities,life,nature,adhesion,spatial,colors,architecture
were to dy More deathes then I see wasted weary minuts,death,quantities,sensations,consumption,physical_attributes,time,
To purchase freedome to this bondag'd Rome.,economics,social_relations,incarceration,politics,,,
virgin conqueresse weare shackles in my sight.,sexuality,military,incarceration,sensations,,,
Oh would my teares would rid great Rome of these prodigious feares.,anatomy,privation,politics,emotions,,,
"some violent bustling to breake through this thorny seruitude, ",violence,movement,spatial,nature,social_status,,
Romes still sad.,politics,emotions,,,,,
"The kings feare like a shadow dogs you still, Nor can you walke without it",politics,emotions,darkness,animals,movement,,
lets all weare out our houres In harmles sports,clothes,time,games__sports,,,,
"In dangers bloudy iawes where being humerous, Cloudy and curiously inquisitiue Into the kings proceedings, there armde feare May search into vs, ",danger__safety,anatomy,joviality,politics,weapons__armor,emotions,discovering
"let vs stay the time, Till heauen haue made them ripe for iust reuenge,",preservation,time,religion,architecture,judiciary,violence,
And then strike home,violence,domestic,,,,,
"Oh the cherry lips of Nelly [woman], They are red and soft as ielly,",food,anatomy,women,colors,sexuality,,
"Oh that wench is pestilent holy,",women,medicine,religion,,,,
But her [woman] cheekes hang like a satchell.,women,anatomy,clothes,,,,
to sing with our heads on,music,anatomy,,,,,
then weepe with our heads off,emotions,anatomy,violence,,,,
"you must afford an eare As well as he, to what we ha to say.",economics,anatomy,language,,,,
"to say that euer I flung any sheepes eies in her face,",time,courting,animals,anatomy,,,
shadow of incontinence,darkness,sexuality,,,,,
"my reputation Which is held pretious in the eies of Rome, Shall be no shelter to the least intent Of loosenes, ",recognition,anatomy,politics,accommodation,mental_faculty__state__entities,sexuality,
"though no Romane by my nose, ",ethnicity__nationality,anatomy,,,,,
I neuer spent the least lip labour on mistris Mirable,economics,anatomy,labor,women,,,
say so much behind my backe;,language,spatial,anatomy,,,,
"in stead of plucking my coat, pluck my skin ouer my eares & turne me away naked, ",violence,clothes,anatomy,,,,
"were euer worth such a iewell, would I might die a begger, ",time,economics,death,,,,
I shall euen spoile one of the best faces in Rome with crying at your vnkindnes.,destruction,anatomy,politics,sounds,character_traits__nature,,
"you are like to haue [dinner] but cold cheare,",food,temperature,emotions,,,,
My man's [the servant] a Rhetorician,social_status,language,,,,,
"I ha not the power to part from you, without a relish, a note, a tone, we must get an aire betwixt vs.",social_relations,privation,food,music,nature,spatial,
"euerlastingly bound to your honour,",time,incarceration,social_status,,,,
"I am now forsaking the world and the Diuill,",privation,nature,religion,,,,
"Her tongue not too lowd nor cocket,",anatomy,sounds,character_traits__nature,,,,
"a soft lip that entangles,",sexuality,anatomy,hunting__fishing,,,,
"house of sin, Nor place that hath beene bawdy.",architecture,religion,spatial,sexuality,,,
"thou hast to our yoake, Supprest the necke of a proud nation",architecture,violence,anatomy,character_traits__nature,politics,,
who? we here receiue into our bosom,recognition,spatial,anatomy,,,,
VVe enterchange a royall heart with Sextus [brother] and graft vs in your loue.,social_relations,social_status,anatomy,familial,architecture,emotions,
"this our religious league, Shall be caru'd firme in characters of brasse, And liue for euer to succeeding times.",religion,politics,art,language,materials,life,time
"Sextus [prince] Generall all our army, who hath proved his fortunes And found them full of sauour, ",politics,military,judiciary,mystical,discovering,recognition,
bodie of the Camp,anatomy,military,,,,,
"Tis an obiect [the camp], to please Porsennaes [king] Eie. ",military,feelings,politics,anatomy,,,
"This sight's [camp] more pleasing to Porsennaes [king] eye, Then all our rich Attalia pompous feasts,",military,feelings,politics,anatomy,economics,geography,food
we are borne a soldier: And in our nunnage suckt the milke of warre.,reproduction,military,lifes_cycle,food,,,
"the merciles gulfe of confusion Should swallow them, ",character_traits__nature,nature,mental_faculty__state__entities,food,,,
supply Of men and Armes,economics,military,weapons__armor,,,,
"You are our Royall brother,",politics,familial,,,,,
"shall demand Vse of our loue, tis ready stor'de for you, Euen in our Kingly breast.",commands,devotion,economics,politics,anatomy,,
Of two remote dominions make one heart.,quantities,spatial,politics,anatomy,,,
the earth must be our [soldiers'] bed.,nature,military,sleep,,,,
Hostile incursions become a prison,violence,incarceration,,,,,
I cannot talke till my bloud be mingled with this bloud of grapes:,language,anatomy,adhesion,food,,,
"came this hie-German health as double as his double double ruffe,",ethnicity__nationality,medicine,quantities,clothes,,,
"were it as deep as his [German] ruffe, let the health go round about the board as his band goes round about his necke,",spatial,ethnicity__nationality,clothes,medicine,food,anatomy,
"I am no more afraid of this dutch fauchio?, the? I should be of the heathenish inuention.",emotions,ethnicity__nationality,clothes,religion,discovering,,
what are women But tortures,women,violence,,,,,
"if [women be] faire, Th'are like rich vessels ful of poysnous drugs,",women,appearance,economics,food,medicine,,
"(if [women be] faire), Or like black serpents arm'd with golden scales,",women,appearance,colors,animals,weapons__armor,economics,anatomy
"a womans cha?pion, and shall vnhorse thee else.",women,social_relations,equestrian,,,,
"women [virtues] enflame the appetite, ",women,character_traits__nature,fire,food,,,
"flax wil not be toucht with fire, Nor they [women] be won to what they most desire.",materials,sensations,fire,women,games__sports,sexuality,
"[women] Some Grapes are sweete and in the Gardens grow, ",women,food,architecture,,,,
"Others [women] vnprunde, turne wild neglected so.",women,architecture,nature,privation,,,
"[women] The purest oare containes both Gold and drosse, The one all gaine, the other nought but losse.",women,cleaning,materials,economics,,,
[women] The other angels and sweete featurde saints.,women,religion,appearance,,,,
Oh this [vertuous] were a braue controuersie for a Iury of weomen to arbitrate,character_traits__nature,judiciary,women,,,,
"It is now dead of night, ",death,darkness,,,,,
be thou but as prouident ore the army as we [] expeditious in our iorney,economics,military,movement,speed,geography,,
"that the Masters eie is from his charge,",social_status,anatomy,labor,,,,
"We banish all excesse til his [husband] returne,",politics,etiquette,matrimony,social_relations,,,
"thus wiues should doe, In absence of their Lords be husband too.",matrimony,privation,social_status,,,,
"They [women] weare so much corke vnder their heeles, they cannot choose but loue to caper.",women,clothes,materials,spatial,mental_faculty__state__entities,emotions,joviality
"The richest entertainment liues with vs,",economics,etiquette,life,,,,
"If a white wench may proue a black swan, ",colors,women,animals,,,,
Nor can my loue wrong what my thought admire.,emotions,ethics,mental_faculty__state__entities,recognition,,,
"Then our impertiall harts and iudging eies, This verdit gives, ",anatomy,judiciary,,,,,
the ioies and the delights of many thousand nights meet all in one to make my Lucrece [wife] happy.,sexuality,quantities,darkness,spatial,matrimony,emotions,
"we cannot rest, Til our hot lust imbosome in thy brest.",sleep,temperature,sexuality,anatomy,,,
"the charme of sleepe, Cease (Seize) with his downy wings vpon my eies,",mystical,sleep,hunting__fishing,animals,anatomy,,
"idlenes, [...] Begets ranck lust, and vertue [beats away].",character_traits__nature,reproduction,sexuality,ethics,violence,,
in this gift thou dost thy bed betray.,economics,domestic,social_relations,,,,
"This ring [], hath opt our gates to you,",economics,spatial,architecture,,,,
Without that [the ring] key you had not entred here.,economics,domestic,spatial,,,,
"Not loue-sicke, but loue lunatike, loue-mad,",emotions,medicine,mental_faculty__state__entities,,,,
"I am all fire, impatience,",fire,character_traits__nature,,,,,
"my bloud Boyles on my heart, with loose and sensuall thoughts.",anatomy,temperature,sexuality,mental_faculty__state__entities,,,
"And such a reuerence hath fate giuen her brow, ",character_traits__nature,mystical,anatomy,,,,
"a kind of blasphemy, To haue any wanton word harsh in her eares,",religion,sexuality,language,sounds,anatomy,,
"Tis force, not suite, must purchase this rich treasure.",violence,courting,economics,,,,
"Indeed I cannot feed, but on thy face, ",food,anatomy,,,,,
Thou [woman] art the banquet that my thoughts embrace.,women,food,mental_faculty__state__entities,affection,,,
"Thy vertue, grace and fame I must enioy, ",ethics,character_traits__nature,recognition,sexuality,,,
Though in the purchase [of enjoyment] I all Rome destroy.,economics,sexuality,politics,destruction,,,
And drowne her vertues in the iuice of grapes.,violence,character_traits__nature,food,,,,
my example Might in my seruants breed encouragement so to offend,ethics,social_status,reproduction,assistance,derision__offense___contempt,,
"her imperfections like a torrent With violence breakes vpon me, and at once Inuert and swallow all thats good in me.",character_traits__nature,nature,violence,destruction,food,ethics,
"Preposterous fates, what mischiefes you inuolue Vpon a captiue Prince left to the fury Of all grand mischiefe,",deformities__disabilities,music,ethics,spatial,politics,emotions,violence
"hath the grandame world Yet smothred such a strange abortiue wonder, That from her vertues should arise my sinne:",familial,nature,violence,mental_faculty__state__entities,reproduction,religion,character_traits__nature
"My hart all firie lust, ",anatomy,fire,sexuality,,,,
my soule all treason.,religion,politics,,,,,
"This ring speakes for me,",economics,language,,,,,
"in the night the obdure gates are lesse kind,",darkness,resistance,architecture,character_traits__nature,,,
"my hart's all sadnesse,",anatomy,emotions,,,,,
My waking soule I giue whilst my thoughts sleepe,sleep,religion,mental_faculty__state__entities,,,,
"not too loud, imagine we were now going on the ropes with egs at our heeles, ",sounds,movement,theatre,food,anatomy,,
"What an asse art thou [servingman] to wonder,",animals,social_status,mental_faculty__state__entities,,,,
"Ime as drousie as a doremouse, ",sleep,animals,,,,,
my head's as heavy as though I had a nightcap of lead on:,anatomy,weight,clothes,materials,,,
my eies begin to glew themselues together,anatomy,adhesion,,,,,
"for the two vertues of eating and sleeping, there's neuer a Roman spirit vnder the cope, can put me downe.",character_traits__nature,food,sleep,ethnicity__nationality,spatial,nature,games__sports
euerie man sneake into his kennell,men,movement,animals,,,,
"Night, be as secret as thou art close, as close as thou art black and darke, ",darkness,concealment,spatial,colors,,,
"thou ominous Quuene Of Tenebrous, ",ethics,politics,darkness,,,,
"silence, make this fatall hower, as true to Rape as thou hast made it kinde To murder and harsh mischiefe",sounds,death,time,devotion,sexuality,character_traits__nature,violence
"Cinthea, maske thy cheeke, all you sparkling Elamentall fires,",myth,concealment,anatomy,light,fire,,
"[Cinthea] Choke vp your beauties in prodigious fogges, ",myth,violence,appearance,mystical,nature,,
"Or be [Cinthea] extinct in some thick vaparous clowde, Least you beholde my practise [rape]:",myth,destruction,nature,sensations,sexuality,,
"Vpon a blacke aduenture, on a deede [rape] That must wound vertue, and make beautie bleede.",colors,geography,violence,ethics,appearance,injuries,
"Of fate, thou hast vsurpt such power ouer man, That where thou pleadst thy will, no mortall can [resist].",mystical,politics,humanity,judiciary,mental_faculty__state__entities,life,resistance
black mischiefe hurrie me the way.,colors,ethics,movement,spatial,,,
"No iarre of clocke, [wakes this charm'd silence],",sounds,time,sleep,mystical,,,
"no ominous hatefull howle Of any starting Hound, [wakes this charm'd silence], ",ethics,emotions,sounds,animals,mystical,sleep,
"no hoarse cough breath'd from the entrals Of any drowsie Groom, wakes this charm'd silence, ",sounds,breathing,anatomy,social_status,mystical,sleep,
"this generall silence forward stil, To make thy luste liue, all thy vertues kill.",sounds,movement,sexuality,life,character_traits__nature,violence,
"beneath these Curtaines lyes, That bright enchantresse that hath daz'd my eies.",spatial,concealment,sleep,mystical,light,anatomy,
"With thought once to defile thy innocent sleepe,",mental_faculty__state__entities,sexuality,character_traits__nature,sleep,,,
"in this brest, such [lustful] thoughts could finde no place,  ",anatomy,sexuality,mental_faculty__state__entities,discovering,spatial,,
[lustful thoughts] pay with treason her kind hospitall grace:,sexuality,mental_faculty__state__entities,economics,politics,character_traits__nature,social_relations,
"But I am lust-burnt, ",sexuality,fire,,,,,
"there's no suspitious ear, That can bewray this deede [rape]",character_traits__nature,anatomy,discovering,sexuality,,,
"awake me, rid me from this terror,",sleep,privation,emotions,,,,
"Pardon this dreame, ",judiciary,mental_faculty__state__entities,,,,,
"my thoughts are all on fire,",mental_faculty__state__entities,fire,,,,,
"thou must imbrace death, or desire,",affection,death,sexuality,,,,
"I'me all impatience, violence and rage, And saue thy bed, nought ca? this fire asswage",character_traits__nature,violence,emotions,sexuality,privation,fire,
By a God you sweare to doe a devils deede [rape],religion,language,sexuality,,,,
"I keepe vnstained, The vnceaz'd honour I haue yet maintaind.",preservation,cleaning,hunting__fishing,sexuality,,,
"lets the least harsh noise Iarre in my eare,",sounds,anatomy,,,,,
thy adulterate bed.,sexuality,domestic,,,,,
"If all your gratious and best generous thoughts Be not exilde your heart,",character_traits__nature,mental_faculty__state__entities,politics,anatomy,,,
"this [vertues of a woman] once defilde, Not all the Ocean waues can purifie, Or wash my staine away,",character_traits__nature,women,sexuality,nature,cleaning,,
to foil That [chastity] which the radiant splender of the Sunne Cannot make bright againe,violence,sexuality,light,nature,,,
"my teares! Oh thinke them pearled drops, destilled from the heart Of soule chaste Lucrece: ",anatomy,economics,alchemy,religion,sexuality,,
"thinke them [tears] Orators, To pleade the cause of absent Colatine, your friend",anatomy,language,judiciary,privation,social_relations,,
"I loose the honour of my name and blood,",privation,recognition,language,anatomy,,,
"You win the worlds shame,",recognition,politics,etiquette,,,,
"who would pleasure, buy at such deere rate",sexuality,economics,,,,,
"Nor can you terme it pleasure: for what's sweet, Where force & hate, iarre and contention meete?",language,sexuality,food,violence,emotions,sounds,spatial
that [wrong] labour's not worth all your strife.,ethics,labor,economics,suffering,,,
all the world cannot make me amends.,nature,ethics,,,,,
But let these chast teares quench your fiery lust.,character_traits__nature,anatomy,consumption,sexuality,fire,,
"teares, contending with my fire, ",anatomy,violence,fire,,,,
"[tears] Quench not my heate, but make it climbe more higher:",anatomy,destruction,light,physical_activities,spatial,,
[Rome] Shal blot thy death with scandal from my tungue.,politics,cleaning,death,etiquette,anatomy,,
I had better bee out of my life then in his displeasure,death,feelings,spatial,,,,
"this sorrow Which yet is without blemish, what hath past [rape] Is hid from the worldes eye,",emotions,ethics,sexuality,concealment,politics,anatomy,
pull not on my head The wrath of Rome,violence,anatomy,emotions,politics,,,
"thy fame is without blot,",recognition,cleaning,,,,,
"thou only hast [possession] my hart,",economics,anatomy,,,,,
"let mischiefe frown, With all his terror arm'd with ominous fates, ",ethics,facial_expressions,emotions,weapons__armor,mystical,,
"To all their spleenes a welcome Ile affoord, With this bold hart, strong hand, and my good sword.",anatomy,greetings,economics,character_traits__nature,weapons__armor,,
be my Lark and raise me with thy early notes.,animals,sleep,music,,,,
"he is sicke of the sullens, ",medicine,emotions,,,,,
"may I dye, not like a Roman, but a runagate.",death,ethnicity__nationality,social_status,,,,
"poore Pompy so ouer-labourde as I haue bin, ",historical,labor,,,,,
"I haue spurd my horse such a question, that hee's scarce able to wig or wag his taile for an answere, ",equestrian,education,physical_activities,anatomy,,,
with expeditious wings weel'e fly.,movement,animals,,,,,
tune my humour to strange strains of mirth:,music,mental_faculty__state__entities,suffering,emotions,,,
leaue me to the truest grief of heart That euer entred any Matrons brest,privation,emotions,anatomy,spatial,matrimony,,
why doe you staine Your modest cheekes with these offensiue teares?,cleaning,character_traits__nature,anatomy,derision__offense___contempt,,,
oh why Suffer you [Gods] such inhumane massacre On harmeles vertue?,suffering,religion,ethics,violence,character_traits__nature,,
"[Gods] forgiue white innocence, Armor of proofe gainst sinne: ",religion,judiciary,colors,character_traits__nature,weapons__armor,,
"oh you powerfull Gods [] by oppression Kill Vertue quite, & guerdon base transgression?",religion,politics,violence,ethics,economics,judiciary,
"to this shame be born, To be a staine to women, natures scorne? ",etiquette,reproduction,cleaning,women,nature,derision__offense___contempt,
in that blush my guilt thou didst betray,facial_expressions,judiciary,social_relations,,,,
"Disgrace, no time, no age can wipe away",etiquette,time,cleaning,,,,
"Being no more a woman, I am now Deuote to death, and an inhabitant Of th'other world",women,devotion,death,accommodation,religion,,
"these eyes must euer weepe, Till fate hath closde them with eternall sleepe.",anatomy,emotions,mystical,spatial,sleep,time,
Why is your eye deiect and drown'd in sorrow?,anatomy,feelings,violence,emotions,,,
"Why doost thou hide thy face? & with thy hand Darken those eies that were my Sunnes of joy, To make my pleasures florish in the Spring?",concealment,anatomy,darkness,nature,emotions,feelings,
"you are hem'd in with your friendes, Girt in a pale of safety, environ'd and cirkled in a fortresse of your kindred,",spatial,social_relations,geography,danger__safety,architecture,familial,
"Let not those drops fall fruiteles to the ground, ",resistance,anatomy,destruction,architecture,nature,,
Nor let your sighes ad to the sencelesse winde.,resistance,sounds,sensations,nature,,,
My reputation mangled,recognition,violence,,,,,
"Strange steps are found in my adulterate bed,",social_relations,movement,discovering,sexuality,domestic,,
"though my thoughts be white as innocence, ",mental_faculty__state__entities,colors,judiciary,,,,
"Yet is my body soild with lust burnd sinne,",anatomy,cleaning,sexuality,fire,religion,,
"in dead of night,",death,darkness,,,,,
"to make me hated [], Rauisht and kild me at once",emotions,sexuality,death,time,,,
"Vow & sweare, as you hope meed for merrit from the Gods ",language,emotions,food,recognition,religion,,
"[Vow & sweare] Or feare reward for sinne, from deuils below:",language,emotions,economics,religion,spatial,,
"My staine I thus [with death] wipe off,",cleaning,death,,,,,
"crowne my innocence, With your best thoughts, ",politics,judiciary,mental_faculty__state__entities,,,,
We are the same in heart we seeme in show.,anatomy,appearance,,,,,
"turne your funerall teares to fire and indignation, ",transformation,death,anatomy,fire,resistance,,
"redeeme Our misspent time, ",economics,time,,,,,
"and ouer take our sloath With hostile expedition, ",hunting__fishing,character_traits__nature,violence,,,,
"This bloody knife, on which her chast blood flower, ",weapons__armor,anatomy,character_traits__nature,nature,,,
eyes yet drown'd in teares,anatomy,violence,,,,,
"that horrid obiect [corpse], Shall kindle them with a most iust reuenge.",death,fire,judiciary,violence,,,
"that Monster, Tullia the Queene, ",deformities__disabilities,politics,,,,,
expell This viperous broode from Rome,politics,animals,familial,,,,
the people Will gladly imbrace our fortunes,politics,feelings,affection,mystical,,,
"Turne all your teares with ours, to wrath and rage,",transformation,anatomy,emotions,,,,
The hearts of all the Tarquins [rulers] shall weep blood,anatomy,politics,emotions,,,,
Disclose her innocent woundes,discovering,judiciary,injuries,,,,
"Tirant haue we dogd thy stepes, ",politics,animals,movement,,,,
Frighting thy frighted feare with horrid steele.,emotions,weapons__armor,,,,,
"To shelter pride, lust, rape, and tiranny, ",accommodation,character_traits__nature,sexuality,politics,,,
Oh Deuil! Sextus [prince],religion,politics,,,,,
Her chast blood still cries for vengeance to the Etheriall deities,character_traits__nature,anatomy,sounds,violence,religion,,
stayning thy bloud with Treason.,cleaning,anatomy,politics,,,,
the powerfull hand of Rome Graspes his imperiall sword,anatomy,politics,adhesion,weapons__armor,,,
"when I kissed My Mother earth it plainely did foretell, My noble vertues should thy sin exceed,",affection,familial,nature,mystical,character_traits__nature,religion,
"the blood of Seruius [former king] fall, as heauy as a huge mountaine on your Tyrant heads, orewhelming all your glory.",anatomy,politics,destruction,weight,nature,recognition,
"fate, shall al be swalowd in this hostile hate.",mystical,food,violence,emotions,,,
"Oh Romulus, thou that fiirst reard yon walles, in thy soft bosome Is hangd the nest in which the Tarquins [rulers] build, in the branches ",historical,architecture,anatomy,accommodation,politics,nature,
"of thy [Romulus] lofty spires, Tarquin [king] shal pearch, [], His high built airy shall be drownd in blood,",historical,spatial,architecture,politics,animals,violence,anatomy
My sword shall prooue thou nere wast mad till now.,weapons__armor,judiciary,time,mental_faculty__state__entities,,,
"Thou Iouiall hand hould vp thy scepter high And let not iustice be oprest with pride,",religion,anatomy,spatial,politics,resistance,judiciary,character_traits__nature
Graspt in the purple hands of death and ruine,incarceration,colors,anatomy,death,destruction,,
"Ile grow, And roote my foote as deepe as to the center, before I leaue this passage.",architecture,anatomy,spatial,privation,,,
"menace death, the raging streames of Tiber are at thy backe to swallow thee.",violence,death,nature,spatial,food,,
in vs The vniuersall arme of potent Rome Takes his last leaue of thee in this embrace.,anatomy,politics,privation,affection,,,
