Line,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6,Topic 7
the Fates will not permit (As gems once lost are seldome or neuer found) I should convay it vvith me. ,MYSTICAL,SOCIAL RELATIONS,ECONOMICS,PRIVATION,DISCOVERING,,
"that lightning that a while doth strike Our eyes with amaz'd brightnesse, and on a sudden Leaues us in prisoned darknesse.",NATURE,VIOLENCE,ANATOMY,LIGHT,PRIVATION,INCARCERATION,DARKNESS
"Lust you art high, My smiles may well come from the Skye.",SEXUALITY,SPATIAL,FACIAL EXPRESSIONS,NATURE,,,
Is hee not a God That can command what other men would winne,RELIGION,COMMANDS,MEN,GAMES & SPORT,,,
shadow-like follow his fleeting steps.,DARKNESS,DEVOTION,DANGER & SAFETY,MOVEMENT,,,
"Were I as Daphne, and he followed chase, Though I reiected young Appolloes loue,",MYTH,HUNTING & FISHING,PRIVATION,EMOTIONS,,,
"like a Dreame beguile his wandring steps, ",MENTAL FACULTY,DECEPTION,MOVEMENT,,,,
"Should he pursue me through the neighbouring groue, Each Cowslip stalke should trip a willing fall,  till then am his thrall:",HUNTING & FISHING,SPATIAL,NATURE,PHYSICAL ACTIVITIES,SOCIAL STATUS,,
"Tis said that Venus with a Satyre slept, And how much short came she of my faire aime?",MYTH,SEXUALITY,APPEARANCE,MENTAL FACULTY,,,
"Then Queene of Loue a president Ile be, To teach faire women learne to love of mee.",POLITICS,EMOTIONS,RELIGION,EDUCATION,WOMEN,,
"Speake Musicke, what's his name.",LANGUAGE,MUSIC,,,,,
"take the wings of night, Beloved Secretary,",ANIMALS,DARKNESS,EMOTIONS,CONCEALMENT,,,
furnish up some stately Pallace Worthy to entertaine the King of Loue:,FOOD,POLITICS,RECOGNITION,SOCIAL RELATIONS,ANATOMY,,
"Ere Phoebus Steedes once more unharnest be, Or ere he sport with his beloued Thetis, The siluer-footed Goddesse of the Sea, Wee will set forward. ",MYTH,EQUESTRIAN,GAMES & SPORT,EMOTIONS,ANATOMY,NATURE,MOVEMENT
"Flye like the Northern winde, Or swifter,  fleete like to my minde.",DANGER & SAFETY,GEOGRAPHY,NATURE,SPEED,MENTAL FACULTY,,
"So to the house of Death the mourner goes, That is bereft of what his soul desir'd, As I to bed,",ARCHITECTURE,DEATH,EMOTIONS,MOVEMENT,PRIVATION,RELIGION,DOMESTIC
"I, to my nuptiall bed, The heaven on earth",MATRIMONY,SEXUALITY,RELIGION,NATURE,,,
"so to thought-slaughters went The pale Andromeda bedew'd with teares, ",MENTAL FACULTY,VIOLENCE,MOVEMENT,MYTH,NATURE,ANATOMY,
"When every minute she expected gripes of a fell monster, And in vaine bewail'd the act of her creation.",TIME,MYTH,MENTAL FACULTY,VIOLENCE,DEFORMITIES,EMOTIONS,REPRODUCTION
"Sullen Night that look'st with suncke eyes on my nuptiall bed,",EMOTIONS,DARKNESS,SENSATIONS,ANATOMY,MATRIMONY,SEXUALITY,
"With ne'er a Starre that smiles upon the end,",TIME,ASTROLOGY,FACIAL EXPRESSIONS,MENTAL FACULTY,,,
"[Night] Mend your slacke pace, and ",DARKNESS,SPEED,MOVEMENT,,,,
"[Night] lend the malecontent, The hoping louer, and the wishing Bride Beames that too long you shadowest",DARKNESS,ECONOMICS,ETIQUETTE,EMOTIONS,MATRIMONY,LIGHT,TIME
"if not In spight of your [Night] fixt front when my loath'd Mate Shall struggle in due pleasure for his right,",RESISTANCE,DARKNESS,FACIAL EXPRESSIONS,EMOTIONS,MATRIMONY,VIOLENCE,SOCIAL RELATIONS
"Ile think't my loue, and die in that delight.",MENTAL FACULTY,EMOTIONS,DEATH,SEXUALITY,,,
I have that to shew will make your hayre stand an-end.,APPEARANCE,ANATOMY,MOVEMENT,EMOTIONS,,,
"If ever Amazon fought better, or more at the face then Ile doe, let me never be thought a new married vvife.  ",MYTH,VIOLENCE,ANATOMY,MENTAL FACULTY,MATRIMONY,,
whose beautie you neede not paint.,APPEARANCE,PRIVATION,ART,,,,
Would any woman but I be abused to her face?,WOMEN,DECEPTION,ANATOMY,,,,
"Has the lustfull monster, All back and belly-steru'd me thus? ",SEXUALITY,DEFORMITIES,ANATOMY,FOOD,,,
"here's a stile so high, as a man cannot helpe a Dog o'er it.",SPATIAL,MEN,ASSISTANCE,ANIMALS,,,
Three such wordes will turn any honest woman in the world whore,QUANTITIES,LANGUAGE,TRANSFORMATION,CHARACTER TRAITS,WOMEN,SEXUALITY,
"here's a white sheete, that your husband has promist me to do penance in; dance the shaking of the sheetes alone ",COLORS,DOMESTIC,MATRIMONY,LANGUAGE,RELIGION,JOVIALITY,
short bawdy Parenthesis,SIZE,SEXUALITY,LANGUAGE,,,,
the Law's in mine own hand.,JUDICIARY,ANATOMY,,,,,
"by his red beard hee would proue a Iudas, here am I bought and solde; ",COLORS,PHYSICAL ATTRIBUTES,RELIGION,ECONOMICS,,,
"I should be loath to take drinke and die on't, as I am afraid I shall that hee will lye with thee.",EMOTIONS,FOOD,DEATH,SEXUALITY,,,
I have signed your Husbands bill like a Wood cocke as hee is held,LANGUAGE,MATRIMONY,ECONOMICS,ANIMALS,,,
"be tenant at will, to use mine [bed]",SOCIAL STATUS,MENTAL FACULTY,SEXUALITY,,,,
"this false fire has so tooke with him, that he's ravisht afore hee come. I have had stones on him all red",DECEPTION,FIRE,SEXUALITY,MATERIALS,COLORS,,
my Husband will be hawking about thee,MATRIMONY,ANIMALS,,,,,
"the same occasion will serue him too, they are birds of a feather, and vvill flye together,",TIME,SOCIAL RELATIONS,ANIMALS,ADHESION,,,
"you made'st not his heart-bloud spring, for ioy, in his face.",ANATOMY,PHYSICAL ACTIVITIES,EMOTIONS,FACIAL EXPRESSIONS,,,
the chastest that are in Venice will stray for a good turn,SEXUALITY,POLITICS,MOVEMENT,,,,
"they'll cracke louder of this nights-lodging, then the Bed-steads.",SOUNDS,DARKNESS,ACCOMMODATION,DOMESTIC,,,
I neuer had any Sea-captain boarded in my house.,NAUTICAL,DOMESTIC,,,,,
"he that will run through fire, as hee has profest, will by the heate of his love, grope in the darke. ",MOVEMENT,FIRE,LANGUAGE,TEMPERATURE,EMOTIONS,SEXUALITY,DARKNESS
my vengeance mount high in my lust:,VIOLENCE,PHYSICAL ACTIVITIES,SPATIAL,SEXUALITY,,,
"gaine pleasure in't, One height aboue reuenge: yet what a slave am I",SEXUALITY,SPATIAL,VIOLENCE,SOCIAL STATUS,,,
who on that [revenge] does dreame Must be a Tyrant ever in extreame.,VIOLENCE,MENTAL FACULTY,POLITICS,,,,
there's one foole shipt away,MENTAL FACULTY,NAUTICAL,,,,,
I'll tie you to hard fare,INCARCERATION,SUFFERING,,,,,
Is not the face the Index of the mind? And canst you not destinguish Loue by that?,ANATOMY,LANGUAGE,MENTAL FACULTY,EMOTIONS,,,
"my lewd intent, Vnder those Siren wordes, , and how I meane To vse him when I have him at my will:",SEXUALITY,MYTH,LANGUAGE,SOCIAL RELATIONS,MENTAL FACULTY,,
"My bloud, like to a troubled Ocean, Cuff'd vvith the Windes, incertaine where to rest, Buts at the utmost share of every limbe.",ANATOMY,SUFFERING,NATURE,MENTAL FACULTY,VIOLENCE,SPATIAL,
"my new thoughts to this braue sprightly Lord, Was fixt to that hid fire Louers feele:",MENTAL FACULTY,SOCIAL STATUS,ADHESION,CONCEALMENT,FIRE,EMOTIONS,
"did my lust beguile me of my sense? Making me feast upon such dangerous cates, For present want, that needes must breede a surfeit: How was I shipwrackt?",SEXUALITY,DECEPTION,MENTAL FACULTY,FOOD,DANGER & SAFETY,REPRODUCTION,NAUTICAL
"what Fate followes thee, And nought but lust doth blinde your woryour loue:",MYSTICAL,SEXUALITY,DEFORMITIES,MILITARY,EMOTIONS,,
"Euen as a head-strong Courser beares away His Rider, vainely striving him to stay, [So wavering Cupid brings me back againe]",CHARACTER TRAITS,EQUESTRIAN,LABOR,PRESERVATION,MYTH,,
"as a sodaine gale thrusts into Sea The Haven-touching Barke, now neare the lea: [So wavering Cupid brings me back againe]",NATURE,VIOLENCE,ACCOMMODATION,SENSATIONS,NAUTICAL,SPATIAL,MYTH
"purple Love resumes his [Cupid's] Darts againe: Here of themselues, your shafts come as if shot:",COLORS,EMOTIONS,MYTH,WEAPONS & ARMOR,PRESERVATION,,
Better than I your [Cupid] quiver knowes 'em not,MYTH,WEAPONS & ARMOR,MENTAL FACULTY,,,,
"So fell the Troian wanderer on the Greeke, And bore away his rauisht prize to Troy: For such a beautie, brighter than his Dana. Ioue should  now come himselfe againe. ",MYTH,GEOGRAPHY,SEXUALITY,ECONOMICS,APPEARANCE,LIGHT,SOCIAL RELATIONS
"Your love  Hath power to draw me through a wildernesse, Wer't arm'd with Furies, as with furious Beasts.",EMOTIONS,PHYSICAL ACTIVITIES,SPATIAL,NATURE,WEAPONS & ARMOR,MYTH,ANIMALS
a womans feeble tongue Was never tuned vnto a wooing-string;,WOMEN,PHYSICAL ATTRIBUTES,ANATOMY,MUSIC,COURTING,,
"use some unexpect ambages, To draw me further into Vulcanes Net.",DECEPTION,PHYSICAL ACTIVITIES,MYTH,HUNTING & FISHING,,,
"tis easier far To make the current of a silver-brook Convert his flowing backward to his Spring, Then turn a woman wooer. ",NATURE,COLORS,TRANSFORMATION,SPATIAL,WOMEN,COURTING,
"thus on Eurydice, With lookes regardiant, did the Thracian gaze, And lost his gift, while he desir'd the sight. ",MYTH,SENSATIONS,HERALDRY,PRIVATION,CHARACTER TRAITS,EMOTIONS,
"But wiser I, lead by more powerfull charm; I'd see the world win thee from out mine arm.",MENTAL FACULTY,SOCIAL RELATIONS,MYSTICAL,SENSATIONS,NATURE,ANATOMY,
"Flye Phoebus, flye, the houre is sixe a clocke.",ANIMALS,MYTH,TIME,,,,
Euen as Jove went to meet his Semele. To the Diuell,MYTH,MOVEMENT,RELIGION,,,,
"So in immortall wise shall I arrive, --At the Gallowes.",DEATH,MENTAL FACULTY,,,,,
"The staff is now advancing for the Rest, And when I tilt , aware your Crest.",WEAPONS & ARMOR,SLEEP,MOVEMENT,DANGER & SAFETY,HERALDRY,,
the capring Cods-head tilting in the aire?,JOVIALITY,ANIMALS,ANATOMY,MOVEMENT,NATURE,,
"Eternall woe, and sicknesse lasting rage.",TIME,EMOTIONS,MEDICINE,PRESERVATION,,,
Furies supply that place,MYTH,ECONOMICS,SPATIAL,,,,
"Shee that can forsake me when pleasure's in the full, Fresh and vntir'd, what would she on the least barren coldnes?",PRIVATION,SEXUALITY,PHYSICAL ATTRIBUTES,TEMPERATURE,,,
"the meanest whore Will have one buckler, but your great ones more.",SEXUALITY,WEAPONS & ARMOR,QUANTITIES,,,,
"The shores of Sicilie retaines not such a Monster, Though to Galley-slaves they daily prostitute.",NATURE,GEOGRAPHY,DEFORMITIES,NAUTICAL,SOCIAL STATUS,TIME,SEXUALITY
"To let the Nuptiall Tapers giue light to her new lust,",MATRIMONY,FIRE,LIGHT,SEXUALITY,,,
"Shee that could no more forsake my company, Then can the day forsake the glorious presence of the Sunne.",PRIVATION,SOCIAL RELATIONS,TIME,LIGHT,APPEARANCE,NATURE,
"When I was absent, then her galled eyes Would have shed Aprill showers, and out-wept The clouds in that same o'er-passionate moode: When they drown'd all the world, yet now forsakes me:",PRIVATION,ANATOMY,SUFFERING,NATURE,VIOLENCE,,
"Women your eyes shed glances like the Sunne: Now shines your brightnesse, now your light is done.",WOMEN,ANATOMY,SENSATIONS,NATURE,LIGHT,CONSUMPTION,
"[women's eyes] On the sweetest Flowers you shine, 'tis but by chance, And on the basest Weede you'll waste a glance.",WOMEN,ANATOMY,NATURE,LIGHT,LUCK,CONSUMPTION,SENSATIONS
"[women's eyes] Your beames once lost can neuer more be found: Vnlesse we waite vntill your course runne round,",WOMEN,ANATOMY,LIGHT,PRIVATION,DISCOVERING,ASTROLOGY,TIME
"after-ages, as our virtues are Buryed whilst we are liuing, will sound out My infamie, and her degenerate shame;",TIME,CHARACTER TRAITS,DEATH,LIFE,SOUNDS,ETIQUETTE,RECOGNITION
"Il'l smother't [shame] if I may,",VIOLENCE,ETIQUETTE,,,,,
"like a dead man, to the world bequeath These houses of vanitie, Mils, and Lands.",DEATH,NATURE,ECONOMICS,ARCHITECTURE,CHARACTER TRAITS,,
wake the morning cocke with holy prayers.,SLEEP,ANIMALS,RELIGION,,,,
my will shall be my King;,MENTAL FACULTY,POLITICS,,,,,
"I leave your lust [woman], to woo the Loue of Heauen.",PRIVATION,SEXUALITY,WOMEN,COURTING,EMOTIONS,RELIGION,
He turnes religious upon his Wiues turning Courtesan,TRANSFORMATION,RELIGION,MATRIMONY,SEXUALITY,,,
"Night like a solemne Mourner frownes on earth, ",DARKNESS,EMOTIONS,FACIAL EXPRESSIONS,NATURE,,,
"[Night] Enuying that Day should force her doffe her roabes, ",DARKNESS,EMOTIONS,TIME,WOMEN,VIOLENCE,CLOTHES,
Or Phoebus chase away her Melancholy.,DARKNESS,WOMEN,MYTH,DANGER & SAFETY,EMOTIONS,,
"Heauens eyes looke faintly through her sable masque, ",RELIGION,ANATOMY,SENSATIONS,WOMEN,COLORS,CLOTHES,
"siluer Cinthia hyes her in her Sphaere, Scorning to grace blacke nights solemnitie.",COLORS,MYTH,WOMEN,ASTROLOGY,DERISION,DARKNESS,ETIQUETTE
"Be vnpropitious Night to villaine thoughts, ",MYSTICAL,DARKNESS,ETHICS,MENTAL FACULTY,,,
[Night] let your Diamonds shine on vertuous loue:,DARKNESS,ECONOMICS,LIGHT,ETHICS,EMOTIONS,,
"This is the lower house of high-built heaven, Where my chaste Phaebe sits, ",SPATIAL,ARCHITECTURE,RELIGION,SEXUALITY,MYTH,,
"[Phaebe] inthron'd 'mong thoughts So purely good, brings her to heaven on earth.",MYTH,POLITICS,MENTAL FACULTY,ETHICS,RELIGION,NATURE,
"Sing, boy, (though night yet) like the mornings Larke:",MUSIC,LIFE'S CYCLE,DARKNESS,LIGHT,ANIMALS,,
"A soul that's cleare is light, though heaven be darke.",RELIGION,CLEANING,LIGHT,DARKNESS,,,
"Leaue not the World yet, Queene of Chastitie, ",PRIVATION,NATURE,POLITICS,SEXUALITY,,,
"Keepe promise with your Loue Endimion, And let me mete thee there on Latmus top.",PRESERVATION,LANGUAGE,EMOTIONS,MYTH,SOCIAL RELATIONS,GEOGRAPHY,SPATIAL
"since my vow barr'd my doores, By some wits engine, made for theft and lust",LANGUAGE,HINDRANCE,ARCHITECTURE,MENTAL FACULTY,SEXUALITY,ECONOMICS,
Checke your blouds passions,HINDRANCE,ANATOMY,EMOTIONS,,,,
Suspition is a Dogge that still doth bite.,MENTAL FACULTY,ANIMALS,VIOLENCE,,,,
"this act giues foode to Enuy; Swolne big, it bursts, and poysons our cleare flames.",SEXUALITY,FOOD,EMOTIONS,SIZE,VIOLENCE,FIRE,
Enuy is stinglesse when she lookes on thee.,EMOTIONS,ANIMALS,WOMEN,SENSATIONS,,,
Enuy is blinde  and cannot see.,EMOTIONS,DEFORMITIES,SENSATIONS,,,,
"If you breake promise, faire, you breake my hart.",VIOLENCE,LANGUAGE,ANATOMY,,,,
"If I do staine your Honor with foule lust, May Thunder strike me, to shew Ioue is iust.",CLEANING,RECOGNITION,SEXUALITY,NATURE,VIOLENCE,EMOTIONS,ETHICS
Thus I mount my heauen.,PHYSICAL ACTIVITIES,RELIGION,,,,,
"[Fate-crost] If life retaine his seate within you, speake;",MYSTICAL,LIFE,PRESERVATION,DOMESTIC,SPATIAL,LANGUAGE,
"like that Sestian Dame, that saw her Loue, Cast by the frowning billowes, on the sands, And ",MYTH,SENSATIONS,EMOTIONS,VIOLENCE,FACIAL EXPRESSIONS,NATURE,
"leane death swolne big with the Hellespont, In bleake Leanders body, like his Loue, Come I to thee, one graue shall serue us both.",DEATH,SIZE,GEOGRAPHY,MYTH,ANATOMY,EMOTIONS,SOCIAL RELATIONS
"Though death be enter'd in this Tower of flesh, Hee is not conquerour,",DEATH,SPATIAL,ARCHITECTURE,ANATOMY,MILITARY,,
"my heart stands out, And yeelds to thee, scorning his [death's] tyranny.",ANATOMY,SOCIAL RELATIONS,DERISION,DEATH,POLITICS,,
"wounded is mine Honour,",INJURIES,SEXUALITY,,,,,
What hellish Destinie did twist my fate?,RELIGION,MYSTICAL,CLOTHES,,,,
That Viper Enuy shall not spot your fame:,ANIMALS,EMOTIONS,CLEANING,RECOGNITION,,,
"Ile take that poyson with me, my soules rest, For like a Serpent, Ile creepe on my breast.",VIOLENCE,RELIGION,SLEEP,ANIMALS,MOVEMENT,ANATOMY,
loue-wounded: ioy and griefe fight in my bloud. ,EMOTIONS,INJURIES,VIOLENCE,ANATOMY,,,
Thy wounds and constancie Are both so strong none can have victory.,INJURIES,CHARACTER TRAITS,PHYSICAL ATTRIBUTES,MILITARY,,,
"Darken the world, earths-Queene, get thee to bed;",DARKNESS,NATURE,POLITICS,DOMESTIC,,,
The earth is light while those two Starres are spread: Their splendor will betray me to mens eyes.,NATURE,LIGHT,ASTROLOGY,SPATIAL,SOCIAL RELATIONS,MEN,ANATOMY
"Vaile your bright face: for if you longer stay, Phoebus will rise to thee, and make night day.",CONCEALMENT,ANATOMY,PRESERVATION,MYTH,PHYSICAL ACTIVITIES,DARKNESS,LIGHT
"Wee'll moue together, then Fate Loue controules, ",MOVEMENT,ADHESION,MYSTICAL,EMOTIONS,SOCIAL RELATIONS,,
as we part so bodies part from soules.,SOCIAL RELATIONS,ANATOMY,PRIVATION,RELIGION,,,
"Mine [body] is the earth, your the refined fire: ",ANATOMY,NATURE,FIRE,,,,
"I am mortall, you diuine, then soul mount higher.",DEATH,RELIGION,PHYSICAL ACTIVITIES,SPATIAL,,,
"My wounds are nothing, your loss breedes my sorrow.",INJURIES,PRIVATION,REPRODUCTION,EMOTIONS,,,
can blood weigh downe my soule?,ANATOMY,WEIGHT,RELIGION,,,,
"Thus falls a Monarch, if Fate push at him.",DESTRUCTION,POLITICS,MYSTICAL,VIOLENCE,,,
"we are the Cities securitie, Ile giue you your charge, and then like Courtiers every man spye out: ",URBAN,DANGER & SAFETY,MILITARY,POLITICS,DISCOVERING,,
"let no man in my company be afraid to speake to a Cloake lined with Veluet,",RESISTANCE,SOCIAL RELATIONS,EMOTIONS,LANGUAGE,CLOTHES,,
"May I neuer be counted a cock of the game, if I feare Spurres: ",MENTAL FACULTY,ANIMALS,GAMES & SPORT,EMOTIONS,EQUESTRIAN,,
be gelded like a Capon for the preseruing of my voyce.,SEXUALITY,ANIMALS,PRESERVATION,SOUNDS,,,
"like voluntary Pandars leave them, to the shame of all Halbardiers.",MENTAL FACULTY,SEXUALITY,PRIVATION,ETIQUETTE,MILITARY,,
"Life like a fearefull seruant flyes his Master,",LIFE,EMOTIONS,SOCIAL STATUS,DANGER & SAFETY,,,
"I'll unwind this Labyrinth of doubt, Else industry shall lose part of it selfes labour.",MOVEMENT,ARCHITECTURE,MENTAL FACULTY,LABOR,PRIVATION,,
"Dost make a Mummer of me, Oxe-head?",THEATRE,ANIMALS,ANATOMY,,,,
Oxe-head will beare an action; Ile ha'the Law; Ile not be yoakt. ,ANIMALS,ANATOMY,LABOR,JUDICIARY,AGRICULTURE,,
"dealt with a dangerous French-man, then with such a Pagan.",SEXUALITY,DANGER & SAFETY,ETHNICITY & NATIONALITY,RELIGION,,,
my Wife have now new christned mee.,MATRIMONY,RELIGION,,,,,
"Are you deafe, you make no answere?",DEFORMITIES,LANGUAGE,,,,,
"Would I had had the circumcising of thee jew, I'd have Cut short your Cuckold-maker, ",RELIGION,VIOLENCE,SEXUALITY,,,,
"I'll be hang'd like an innocent, ",VIOLENCE,JUDICIARY,,,,,
"you shall put out mine eyes, and my head shall be bought to make Incke-hornes of.",CONSUMPTION,ANATOMY,ECONOMICS,LANGUAGE,,,
The tongue betrayes the heart of guilty murder.,ANATOMY,SOCIAL RELATIONS,JUDICIARY,VIOLENCE,,,
may this kisse Chase Melancholy from your company:,SEXUALITY,MOVEMENT,EMOTIONS,SOCIAL RELATIONS,,,
"Lafter trauaile.; Like one that scapeth dangers on the Seas, Yet trembles vvith cold feares being safe on land, With bare imagination of what's past.",GEOGRAPHY,DANGER & SAFETY,NATURE,EMOTIONS,TEMPERATURE,MENTAL FACULTY,
"Feare keepe with cowards, aire-stars cannot moue.",EMOTIONS,PRESERVATION,CHARACTER TRAITS,ASTROLOGY,MOVEMENT,,
Feare in this kind [being safe]  doth sweeten love.,EMOTIONS,DANGER & SAFETY,SENSATIONS,,,,
"Feare's sire to fervency, Which makes loves sweet prone Nectar:",EMOTIONS,SOCIAL STATUS,TEMPERATURE,FOOD,,,
"Trembling desire, feare, hope, and doubtfull leasure, Distill from love the Quintessence of pleasure.",EMOTIONS,MENTAL FACULTY,TIME,ALCHEMY,FEELINGS,,
"You are Time's Scholar,",TIME,EDUCATION,,,,,
"Your sight deare friend, is lifes restorative;",SENSATIONS,SOCIAL RELATIONS,LIFE,MEDICINE,,,
"This day's the period of long-wish'd content, More welcome to me then day to the world, Night to the wearied, or gold to a Mizer",TIME,EMOTIONS,GREETINGS,NATURE,DARKNESS,PHYSICAL ATTRIBUTES,ECONOMICS
"Our loves are friendly twins, both at a birth;",EMOTIONS,SOCIAL RELATIONS,FAMILIAL,REPRODUCTION,,,
"The joy you taste, that joy do I conceive.",EMOTIONS,FOOD,MENTAL FACULTY,,,,
"Be open breasted, ",SPATIAL,ANATOMY,,,,,
Error did blinde him that paints Loue blinde;,MENTAL FACULTY,VIOLENCE,ART,EMOTIONS,DEFORMITIES,,
"Loue is cleare sighted, ",EMOTIONS,CLEANING,SENSATIONS,,,,
"[love] with Eagles eyes, Vndazeled, lookes upon bright Sunne-beam'd beauty:",EMOTIONS,ANIMALS,ANATOMY,SENSATIONS,NATURE,LIGHT,APPEARANCE
"Nature did rob her selfe, when she made him. Blushing to see her vvorke excell her selfe;",NATURE,ECONOMICS,FACIAL EXPRESSIONS,SENSATIONS,LABOR,,
let hope your passions smother:,EMOTIONS,VIOLENCE,,,,,
Faith cannot coole blood,RELIGION,TEMPERATURE,ANATOMY,,,,
"Such is the heate of my sincere affection,",TEMPERATURE,CHARACTER TRAITS,AFFECTION,,,,
Hell nor earth can keepe love in subiection.,RELIGION,NATURE,PRESERVATION,EMOTIONS,SOCIAL RELATIONS,,
"His tongue strikes Musicke, ravishing my sense:",ANATOMY,MUSIC,SEXUALITY,SENSATIONS,,,
Varietie shall feed varietie.,NATURE,FOOD,,,,,
"Dissimulation womens armour is,",DECEPTION,WOMEN,WEAPONS & ARMOR,,,,
"My live's best comfort speake, O speake, sweet Saint.",LIFE,FEELINGS,LANGUAGE,RELIGION,,,
"My vitall breath runnes coldly through my veynes,",BREATHING,MOVEMENT,TEMPERATURE,ANATOMY,,,
"I see leane Death with eyes imaginarie, Stand fearefully before me",SENSATIONS,PHYSICAL ATTRIBUTES,DEATH,ANATOMY,MENTAL FACULTY,PHYSICAL ACTIVITIES,EMOTIONS
"As swift as thought, flie I to wish thee aide. ",SPEED,MENTAL FACULTY,ANIMALS,ASSISTANCE,,,
"tis your Art must heale me, I am love-sicke for your love",ART,MEDICINE,EMOTIONS,,,,
Beneath the Moone nought but your frowne can grieue me.,SPATIAL,ASTROLOGY,PRIVATION,FACIAL EXPRESSIONS,EMOTIONS,,
Give sentence for my life or speedy death:,JUDICIARY,LIFE,SPEED,DEATH,,,
these are soul killing passions.,RELIGION,VIOLENCE,EMOTIONS,,,,
"Loue me, or else by Ioue, death's but delaid:",EMOTIONS,DEATH,TIME,,,,
"My vow is fixt in heauen,",LANGUAGE,ADHESION,RELIGION,,,,
My life is death with tortures 'lesse you love me,LIFE,DEATH,VIOLENCE,EMOTIONS,,,
My heart denies it [respite].,ANATOMY,PRIVATION,TIME,,,,
"My blood is violent,",ANATOMY,VIOLENCE,,,,,
"Love me, and like loves Queene Ile fall before thee,",EMOTIONS,POLITICS,SEXUALITY,,,,
steale your heart with my delicious kisses.,ECONOMICS,ANATOMY,FOOD,SEXUALITY,,,
"Ile study Art in loue, that in a rupture Thy soul shall taste pleasures excelling nature.",EDUCATION,ART,EMOTIONS,RELIGION,FOOD,SEXUALITY,NATURE
"Loue me, both Art and nature in large recompence, Shall be profuse in rauishing your sense.",EMOTIONS,ART,NATURE,ECONOMICS,SIZE,SEXUALITY,SENSATIONS
"my blood burnes like fire,",ANATOMY,FIRE,,,,,
Hell's paine on earth is to delay desire.,RELIGION,SUFFERING,NATURE,TIME,SEXUALITY,,
"I kisse thee for that breath, ",SEXUALITY,BREATHING,,,,,
"Returne to me whose life rests in your sight, Where pleasure shall make Nectar our delight.",SOCIAL RELATIONS,LIFE,APPEARANCE,FOOD,SEXUALITY,,
"Here's a profound Hipocrates, my deare, To minister to thee the spirit of health.",EMOTIONS,HISTORICAL,MEDICINE,,,,
Your sight to me  excels all Phisicke;,APPEARANCE,MEDICINE,,,,,
Desire in women is the life of wit. ,EMOTIONS,WOMEN,LIFE,MENTAL FACULTY,,,
"I am with childe of laughter, and none but you can be my Mid-wife: ",REPRODUCTION,JOVIALITY,,,,,
to feede on Phesants continually would breede a loathing.,FOOD,ANIMALS,REPRODUCTION,EMOTIONS,,,
"if we seeke for strange flesh that have stomackes at will, 'tis pardonable.",DISCOVERING,FOOD,ANATOMY,MENTAL FACULTY,JUDICIARY,,
"we will bring them to the Gallowes, and then, like kinde virgins,  begg their liues, and after live at our pleasures, and this bridle shall still rein them.",VIOLENCE,SEXUALITY,LANGUAGE,LIFE,EQUESTRIAN,POLITICS,
"we might seeme as safe, As if we had the broad seale to warrant it:",DANGER & SAFETY,HERALDRY,JUDICIARY,,,,
"great men would but Haue rob'd the poore, yet he the rich [rob a woman of honor]",SOCIAL STATUS,ECONOMICS,WOMEN,SEXUALITY,,,
"the richer purchase, though with the worse conscience: ",ECONOMICS,ETHICS,,,,,
"mine [husband] has compiled an ungodly volume of Satires against women, and calls his booke The Snarle. --he's in hope his booke will save him.",MATRIMONY,RELIGION,THEATRE,WOMEN,LANGUAGE,DERISION,ASSISTANCE
"if I could be metamorphosed into your shape, I should have my husband pliant to me in his life, And soone rid of him",TRANSFORMATION,APPEARANCE,MATRIMONY,SOCIAL RELATIONS,LIFE,PRIVATION,
"Time that deuour'st all mortalitie, Runne swiftly these few houres, and bring Gniaca on your aged shoulders, That I may clip the rarest modell of creation.",TIME,FOOD,LIFE,LIFE'S CYCLE,ANATOMY,AFFECTION,RELIGION
"Doe this gentle Time And I vvill curle your aged siluer locke, And dally vvith thee in delicious pleasure.",TIME,LIFE'S CYCLE,COLORS,ANATOMY,SENSATIONS,SEXUALITY,
"Medea-like I will renew your youth; But if your frozen steps delay my loue, Ile poyson thee with murder,",MYTH,LIFE'S CYCLE,TEMPERATURE,MOVEMENT,TIME,EMOTIONS,VIOLENCE
"I am kept for pleasure, though I neuer taste it.",PRESERVATION,SEXUALITY,FOOD,,,,
"Desire, you quenchlesse flame that burn'st our soules, Cease to torment me;",SEXUALITY,CONSUMPTION,FIRE,RELIGION,HINDRANCE,VIOLENCE,
"The dewe of pleasure shall put out your fire, And quite consume thee with satierie.",NATURE,SEXUALITY,CONSUMPTION,FIRE,,,
"Lust shall be cool'd with lust,",SEXUALITY,TEMPERATURE,,,,,
"Thou blessed Mercurie, Prepare a banquet fit to please the Gods;",RELIGION,MYTH,FOOD,ETIQUETTE,FEELINGS,,
Let Sphaere-like Musicke breathe delicious tones Into our mortall eares,ASTROLOGY,MUSIC,BREATHING,FOOD,SPATIAL,DEATH,ANATOMY
His breath like Roses casts out sweete perfume;,BREATHING,NATURE,SENSATIONS,,,,
Time now with pleasure shall it selfe consume.,TIME,SEXUALITY,CONSUMPTION,,,,
"How like Adonis in his hunting weedes, Lookes this same Goddesse tempter?",MYTH,HUNTING & FISHING,CLOTHES,APPEARANCE,RELIGION,SEXUALITY,
